"subject","L1","current_exposure_L2","ccurrent_exposure_L2","switch_noswitch","WordType","switch_word_len","cswitch_word_len","trial","ctrial","FPGD_switch","lFPGD_switch","TRT_switch","lTRT_switch","FPGD_target","lFPGD_target","TRT_target","lTRT_target","item","switch_word","target_word","aoa","caoa","normLD","cnormLD"
18,"English",10,-0.976583361,"Switch","Homograph",7,0.015089442,40,-0.700557548,NA,NA,NA,NA,NA,NA,NA,NA,45,"préparé","lance",5,-0.57548360882935,0.625,1.09863705760004
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",6,-0.359021569,67,-0.091968822,150,5.010635294,150,5.010635294,223,5.407171771,223,5.407171771,52,"needed","corn",5,-0.57548360882935,0.133333333333333,-0.777801775510622
18,"English",10,-0.976583361,"Nonswitch","Homograph",5,-0.733132579,45,-0.587855932,NA,NA,NA,NA,166,5.111987788,398,5.986452005,74,"later","sale",5,-0.57548360882935,0.333333333333333,-0.0145046230588283
18,"English",10,-0.976583361,"Nonswitch","Homograph",7,0.015089442,132,1.373152184,133,4.890349128,133,4.890349128,215,5.370638028,215,5.370638028,64,"library","pain",5,-0.57548360882935,0.166666666666667,-0.65058558343532
18,"English",10,-0.976583361,"Switch","Homograph",8,0.389200452,30,-0.925960779,214,5.365976015,214,5.365976015,276,5.620400866,276,5.620400866,61,"personne","tenant",5,-0.57548360882935,0.75,1.57569777788241
18,"English",10,-0.976583361,"Switch","Nonhomograph",6,-0.359021569,52,-0.43007367,178,5.18178355,178,5.18178355,200,5.298317367,200,5.298317367,43,"ennuyé","tune",5,-0.57548360882935,0,-1.28666654381182
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",3,-1.4813546,27,-0.993581749,190,5.247024072,400,5.991464547,198,5.288267031,198,5.288267031,56,"was","scarf",5,-0.57548360882935,0.2,-0.523369391360023
18,"English",10,-0.976583361,"Switch","Homograph",13,2.259755505,4,-1.512009182,1469,7.292337176,1469,7.292337176,361,5.888877958,361,5.888877958,49,"soigneusement","dent",5,-0.57548360882935,0.0769230769230769,-0.993090715945742
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",4,-1.10724359,8,-1.421847889,181,5.198497031,181,5.198497031,175,5.164785974,175,5.164785974,68,"like","duck",5,-0.57548360882935,0.25,-0.332545103247074
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",4,-1.10724359,38,-0.745638194,NA,NA,124,4.820281566,191,5.252273428,438,6.08221891,44,"knew","hotel",5,-0.57548360882935,0.153846153846154,-0.699514888079667
18,"English",10,-0.976583361,"Switch","Homograph",14,2.633866516,101,0.674402166,379,5.937536205,379,5.937536205,205,5.323009979,205,5.323009979,55,"en bonne santé","raisin",5,-0.57548360882935,0.142857142857143,-0.741454292060535
18,"English",10,-0.976583361,"Switch","Homograph",3,-1.4813546,55,-0.3624527,160,5.075173815,450,6.109247583,177,5.176149733,177,5.176149733,63,"dur","net",5,-0.57548360882935,0.25,-0.332545103247074
18,"English",10,-0.976583361,"Switch","Homograph",8,0.389200452,51,-0.452613993,167,5.117993812,580,6.363028104,NA,NA,170,5.135798437,43,"aimaient","chat",5,-0.57548360882935,0.25,-0.332545103247074
18,"English",10,-0.976583361,"Switch","Nonhomograph",7,0.015089442,5,-1.489468859,179,5.187385806,179,5.187385806,294,5.683579767,677,6.517671273,69,"journée","piping",5,-0.57548360882935,0,-1.28666654381182
18,"English",10,-0.976583361,"Switch","Homograph",6,-0.359021569,87,0.358837641,128,4.852030264,128,4.852030264,193,5.262690189,396,5.981414211,69,"croire","timbre",5,-0.57548360882935,0.285714285714286,-0.196242040309253
18,"English",10,-0.976583361,"Nonswitch","Homograph",8,0.389200452,33,-0.85833981,120,4.787491743,120,4.787491743,223,5.407171771,534,6.280395839,72,"properly","vent",5,-0.57548360882935,0.166666666666667,-0.65058558343532
18,"English",10,-0.976583361,"Nonswitch","Homograph",3,-1.4813546,46,-0.565315609,170,5.135798437,170,5.135798437,200,5.298317367,200,5.298317367,44,"sun","court",5,-0.57548360882935,0.166666666666667,-0.65058558343532
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",4,-1.10724359,73,0.043273117,195,5.272999559,195,5.272999559,NA,NA,199,5.293304825,66,"time","tent",5,-0.57548360882935,0.4,0.239927761091771
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",8,0.389200452,18,-1.196444658,210,5.347107531,609,6.411818268,280,5.634789603,280,5.634789603,50,"surprise","card",5,-0.57548360882935,0.6,1.00322491354356
18,"English",10,-0.976583361,"Switch","Nonhomograph",7,0.015089442,171,2.252224788,349,5.855071922,500,6.214608098,231,5.442417711,231,5.442417711,49,"inquiet","nick",5,-0.57548360882935,0.285714285714286,-0.196242040309253
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",6,-0.359021569,115,0.98996669,187,5.231108617,187,5.231108617,201,5.303304908,402,5.996452089,54,"recipe","boar",5,-0.57548360882935,0.571428571428571,0.894182463193307
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",4,-1.10724359,161,2.026821556,169,5.129898715,169,5.129898715,189,5.241747015,189,5.241747015,70,"well","tire",5,-0.57548360882935,0,-1.28666654381182
18,"English",10,-0.976583361,"Switch","Nonhomograph",11,1.511533484,37,-0.768178517,189,5.241747015,1087,6.991176887,184,5.214935758,393,5.973809612,65,"se plaindre","fleece",5,-0.57548360882935,0.454545454545455,0.448099711760444
18,"English",10,-0.976583361,"Nonswitch","Homograph",5,-0.733132579,47,-0.542775286,239,5.476463552,239,5.476463552,168,5.123963979,168,5.123963979,58,"store","dresser",5,-0.57548360882935,0,-1.28666654381182
18,"English",10,-0.976583361,"Nonswitch","Homograph",9,0.763311463,128,1.282990891,174,5.159055299,174,5.159055299,177,5.176149733,177,5.176149733,62,"following","manger",5,-0.57548360882935,0.111111111111111,-0.862612570227487
18,"English",10,-0.976583361,"Switch","Nonhomograph",5,-0.733132579,109,0.854724751,158,5.062595033,158,5.062595033,207,5.332718793,207,5.332718793,73,"liste","leash",5,-0.57548360882935,0.8,1.76652206599536
18,"English",10,-0.976583361,"Nonswitch","Homograph",4,-1.10724359,117,1.035047336,168,5.123963979,168,5.123963979,219,5.38907173,219,5.38907173,70,"good","vest",5,-0.57548360882935,0.2,-0.523369391360023
18,"English",10,-0.976583361,"Switch","Homograph",6,-0.359021569,88,0.381377964,181,5.198497031,181,5.198497031,NA,NA,NA,NA,47,"heures","cent",5,-0.57548360882935,0.666666666666667,1.25765729769416
18,"English",10,-0.976583361,"Switch","Nonhomograph",7,0.015089442,28,-0.971041426,170,5.135798437,170,5.135798437,NA,NA,283,5.645446898,51,"la peur","paw",5,-0.57548360882935,0.285714285714286,-0.196242040309253
18,"English",10,-0.976583361,"Nonswitch","Nonhomograph",5,-0.733132579,106,0.787103781,112,4.718498871,112,4.718498871,191,5.252273428,191,5.252273428,64,"hours","bath",5,-0.57548360882935,0.4,0.239927761091771
18,"English",10,-0.976583361,"Switch","Nonhomograph",5,-0.733132579,153,1.84649897,161,5.081404365,161,5.081404365,191,5.252273428,191,5.252273428,45,"temps","teeth",5,-0.57548360882935,0.4,0.239927761091771
18,"English",10,-0.976583361,"Switch","Homograph",4,-1.10724359,127,1.260450568,212,5.356586275,212,5.356586275,205,5.323009979,205,5.323009979,73,"peau","rayon",5,-0.57548360882935,0,-1.28666654381182
18,"English",10,-0.976583361,"Switch","Nonhomograph",6,-0.359021569,85,0.313756995,204,5.318119994,204,5.318119994,NA,NA,NA,NA,47,"maison","book",5,-0.57548360882935,0.166666666666667,-0.65058558343532
18,"English",10,-0.976583361,"Switch","Homograph",10,1.137422473,139,1.530934446,175,5.164785974,377,5.932245187,227,5.424950017,227,5.424950017,65,"exemplaire","parole",5,-0.57548360882935,0.8,1.76652206599536
19,"English",14,-0.781754923,"Switch","Homograph",10,1.137422473,148,1.733797355,335,5.814130532,335,5.814130532,NA,NA,NA,NA,54,"grand-mère","loin",3,-1.08933526743585,0.545454545454545,0.795052962874892
19,"English",14,-0.781754923,"Nonswitch","Homograph",4,-1.10724359,26,-1.016122072,181,5.198497031,181,5.198497031,NA,NA,NA,NA,73,"skin","rayon",3,-1.08933526743585,0,-1.28666654381182
19,"English",14,-0.781754923,"Switch","Nonhomograph",4,-1.10724359,82,0.246136025,NA,NA,NA,NA,NA,NA,NA,NA,70,"bien","tire",3,-1.08933526743585,0,-1.28666654381182
19,"English",14,-0.781754923,"Switch","Nonhomograph",13,2.259755505,150,1.778878001,210,5.347107531,210,5.347107531,NA,NA,NA,NA,44,"connaissaient","hotel",3,-1.08933526743585,0.153846153846154,-0.699514888079667
19,"English",14,-0.781754923,"Switch","Homograph",6,-0.359021569,5,-1.489468859,173,5.153291594,173,5.153291594,291,5.673323267,291,5.673323267,44,"soleil","court",3,-1.08933526743585,0.166666666666667,-0.65058558343532
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",4,-1.10724359,41,-0.678017225,NA,NA,NA,NA,NA,NA,NA,NA,71,"have","sip",3,-1.08933526743585,0.2,-0.523369391360023
19,"English",14,-0.781754923,"Switch","Nonhomograph",7,0.015089442,67,-0.091968822,157,5.056245805,157,5.056245805,221,5.398162702,221,5.398162702,48,"mauvais","soap",3,-1.08933526743585,0.142857142857143,-0.741454292060535
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",4,-1.10724359,139,1.530934446,NA,NA,NA,NA,271,5.602118821,271,5.602118821,45,"time","teeth",3,-1.08933526743585,0.4,0.239927761091771
19,"English",14,-0.781754923,"Switch","Homograph",5,-0.733132579,87,0.358837641,293,5.680172609,293,5.680172609,174,5.159055299,174,5.159055299,66,"ordre","pile",3,-1.08933526743585,0.6,1.00322491354356
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",7,0.015089442,53,-0.407533347,NA,NA,425,6.052089169,NA,NA,NA,NA,49,"worried","nick",3,-1.08933526743585,0.285714285714286,-0.196242040309253
19,"English",14,-0.781754923,"Nonswitch","Homograph",4,-1.10724359,33,-0.85833981,NA,NA,NA,NA,NA,NA,NA,NA,63,"hard","net",3,-1.08933526743585,0.25,-0.332545103247074
19,"English",14,-0.781754923,"Switch","Homograph",5,-0.733132579,43,-0.632936578,201,5.303304908,201,5.303304908,NA,NA,NA,NA,70,"bonne","vest",3,-1.08933526743585,0.2,-0.523369391360023
19,"English",14,-0.781754923,"Switch","Nonhomograph",9,0.763311463,130,1.328071538,170,5.135798437,170,5.135798437,140,4.941642423,293,5.680172609,60,"en manque","jingle",3,-1.08933526743585,0.111111111111111,-0.862612570227487
19,"English",14,-0.781754923,"Switch","Homograph",7,0.015089442,65,-0.137049469,160,5.075173815,160,5.075173815,NA,NA,NA,NA,50,"préparé","file",3,-1.08933526743585,0.625,1.09863705760004
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",10,1.137422473,54,-0.384993023,229,5.433722004,229,5.433722004,NA,NA,NA,NA,57,"complaints","trash",3,-1.08933526743585,0.6,1.00322491354356
19,"English",14,-0.781754923,"Switch","Homograph",12,1.885644494,164,2.094442525,175,5.164785974,175,5.164785974,248,5.513428746,248,5.513428746,72,"correctement","vent",3,-1.08933526743585,0.166666666666667,-0.65058558343532
19,"English",14,-0.781754923,"Switch","Homograph",6,-0.359021569,90,0.426458611,NA,NA,NA,NA,189,5.241747015,189,5.241747015,46,"choses","lever",3,-1.08933526743585,0.333333333333333,-0.0145046230588283
19,"English",14,-0.781754923,"Switch","Homograph",7,0.015089442,55,-0.3624527,181,5.198497031,181,5.198497031,203,5.313205979,203,5.313205979,56,"journée","rider",3,-1.08933526743585,0,-1.28666654381182
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",4,-1.10724359,102,0.696942489,NA,NA,NA,NA,NA,NA,NA,NA,73,"list","leash",3,-1.08933526743585,0.8,1.76652206599536
19,"English",14,-0.781754923,"Nonswitch","Homograph",9,0.763311463,14,-1.28660595,174,5.159055299,174,5.159055299,NA,NA,NA,NA,49,"carefully","dent",3,-1.08933526743585,0.0769230769230769,-0.993090715945742
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",3,-1.4813546,42,-0.655476901,161,5.081404365,161,5.081404365,185,5.220355825,185,5.220355825,59,"bad","broth",3,-1.08933526743585,0.142857142857143,-0.741454292060535
19,"English",14,-0.781754923,"Switch","Homograph",11,1.511533484,24,-1.061202719,160,5.075173815,160,5.075173815,215,5.370638028,215,5.370638028,60,"sécuritaire","ranger",3,-1.08933526743585,0.272727272727273,-0.24580679046846
19,"English",14,-0.781754923,"Nonswitch","Homograph",10,1.137422473,56,-0.339912377,175,5.164785974,175,5.164785974,160,5.075173815,160,5.075173815,71,"reasonable","ton",3,-1.08933526743585,0.727272727272727,1.4889594651038
19,"English",14,-0.781754923,"Nonswitch","Homograph",5,-0.733132579,15,-1.264065627,NA,NA,NA,NA,225,5.416100402,225,5.416100402,47,"hours","cent",3,-1.08933526743585,0.666666666666667,1.25765729769416
19,"English",14,-0.781754923,"Nonswitch","Homograph",5,-0.733132579,136,1.463313477,109,4.691347882,109,4.691347882,172,5.147494477,172,5.147494477,59,"nasty","miser",3,-1.08933526743585,0.0909090909090909,-0.939713292697365
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",8,0.389200452,44,-0.610396255,160,5.075173815,160,5.075173815,NA,NA,NA,NA,65,"complain","fleece",3,-1.08933526743585,0.454545454545455,0.448099711760444
19,"English",14,-0.781754923,"Switch","Homograph",7,0.015089442,17,-1.218984981,182,5.204006687,182,5.204006687,NA,NA,NA,NA,58,"magasin","dresser",3,-1.08933526743585,0,-1.28666654381182
19,"English",14,-0.781754923,"Switch","Nonhomograph",4,-1.10724359,83,0.268676349,NA,NA,NA,NA,183,5.209486153,183,5.209486153,74,"idée","dare",3,-1.08933526743585,0.5,0.621576337317668
19,"English",14,-0.781754923,"Switch","Nonhomograph",5,-0.733132579,68,-0.069428499,181,5.198497031,181,5.198497031,154,5.036952602,154,5.036952602,56,"était","scarf",3,-1.08933526743585,0.2,-0.523369391360023
19,"English",14,-0.781754923,"Switch","Nonhomograph",10,1.137422473,38,-0.745638194,140,4.941642423,285,5.65248918,NA,NA,NA,NA,50,"surprendre","card",3,-1.08933526743585,0.6,1.00322491354356
19,"English",14,-0.781754923,"Switch","Nonhomograph",8,0.389200452,6,-1.466928536,168,5.123963979,168,5.123963979,192,5.257495372,192,5.257495372,58,"vacances","penguin",3,-1.08933526743585,0.5,0.621576337317668
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",5,-0.733132579,151,1.801418324,155,5.043425117,155,5.043425117,NA,NA,NA,NA,43,"bored","tune",3,-1.08933526743585,0,-1.28666654381182
19,"English",14,-0.781754923,"Switch","Homograph",12,1.885644494,81,0.223595702,293,5.680172609,293,5.680172609,148,4.997212274,148,4.997212274,64,"bibliothèque","pain",3,-1.08933526743585,0.166666666666667,-0.65058558343532
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",4,-1.10724359,133,1.395692507,NA,NA,NA,NA,NA,NA,NA,NA,51,"fear","paw",3,-1.08933526743585,0.285714285714286,-0.196242040309253
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",7,0.015089442,111,0.899805397,NA,NA,NA,NA,NA,NA,NA,NA,53,"warning","camp",3,-1.08933526743585,0.230769230769231,-0.405939060213592
19,"English",14,-0.781754923,"Nonswitch","Homograph",7,0.015089442,9,-1.399307566,145,4.976733742,145,4.976733742,199,5.293304825,199,5.293304825,69,"believe","timbre",3,-1.08933526743585,0.285714285714286,-0.196242040309253
19,"English",14,-0.781754923,"Switch","Nonhomograph",15,3.007977526,35,-0.813259164,370,5.913503006,840,6.733401892,165,5.105945474,165,5.105945474,52,"avait besoin de","corn",3,-1.08933526743585,0.133333333333333,-0.777801775510622
19,"English",14,-0.781754923,"Switch","Nonhomograph",5,-0.733132579,75,0.088353763,NA,NA,NA,NA,155,5.043425117,155,5.043425117,66,"temps","tent",3,-1.08933526743585,0.4,0.239927761091771
19,"English",14,-0.781754923,"Switch","Homograph",7,0.015089442,96,0.56170055,107,4.672828834,107,4.672828834,174,5.159055299,174,5.159055299,62,"suivant","manger",3,-1.08933526743585,0.111111111111111,-0.862612570227487
19,"English",14,-0.781754923,"Switch","Nonhomograph",6,-0.359021569,135,1.440773153,172,5.147494477,172,5.147494477,NA,NA,NA,NA,72,"irrité","hose",3,-1.08933526743585,0.555555555555556,0.833603324109835
19,"English",14,-0.781754923,"Nonswitch","Homograph",6,-0.359021569,158,1.959200586,180,5.192956851,180,5.192956851,195,5.272999559,195,5.272999559,55,"heathy","raisin",3,-1.08933526743585,0.142857142857143,-0.741454292060535
19,"English",14,-0.781754923,"Switch","Homograph",6,-0.359021569,155,1.891579617,177,5.176149733,177,5.176149733,NA,NA,NA,NA,68,"aimait","rose",3,-1.08933526743585,0.166666666666667,-0.65058558343532
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",3,-1.4813546,101,0.674402166,NA,NA,NA,NA,235,5.459585514,235,5.459585514,69,"day","piping",3,-1.08933526743585,0,-1.28666654381182
19,"English",14,-0.781754923,"Nonswitch","Homograph",9,0.763311463,50,-0.475154316,191,5.252273428,191,5.252273428,NA,NA,NA,NA,65,"exemplary","parole",3,-1.08933526743585,0.8,1.76652206599536
19,"English",14,-0.781754923,"Switch","Nonhomograph",10,1.137422473,21,-1.128823688,197,5.283203729,197,5.283203729,NA,NA,NA,NA,64,"des heures","bath",3,-1.08933526743585,0.4,0.239927761091771
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",6,-0.359021569,10,-1.376767243,160,5.075173815,160,5.075173815,215,5.370638028,215,5.370638028,67,"health","drunk",3,-1.08933526743585,0.333333333333333,-0.0145046230588283
19,"English",14,-0.781754923,"Switch","Nonhomograph",8,0.389200452,100,0.651861842,176,5.170483995,176,5.170483995,188,5.236441963,188,5.236441963,62,"conseils","fiddle",3,-1.08933526743585,0.125,-0.809605823529445
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",6,-0.359021569,31,-0.903420456,180,5.192956851,180,5.192956851,179,5.187385806,179,5.187385806,61,"person","hunter",3,-1.08933526743585,0.75,1.57569777788241
19,"English",14,-0.781754923,"Nonswitch","Homograph",5,-0.733132579,161,2.026821556,NA,NA,NA,NA,216,5.375278408,216,5.375278408,43,"liked","chat",3,-1.08933526743585,0.25,-0.332545103247074
19,"English",14,-0.781754923,"Switch","Homograph",11,1.511533484,12,-1.331686597,156,5.049856007,156,5.049856007,NA,NA,NA,NA,48,"sans valeur","coin",3,-1.08933526743585,0.181818181818182,-0.592760041582912
19,"English",14,-0.781754923,"Switch","Nonhomograph",11,1.511533484,94,0.516619903,175,5.164785974,175,5.164785974,218,5.384495063,218,5.384495063,46,"se plaindre","couch",3,-1.08933526743585,0.454545454545455,0.448099711760444
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",8,0.389200452,32,-0.880880133,NA,NA,NA,NA,NA,NA,NA,NA,63,"setbacks","dig",3,-1.08933526743585,0.181818181818182,-0.592760041582912
19,"English",14,-0.781754923,"Switch","Nonhomograph",8,0.389200452,13,-1.309146273,189,5.241747015,189,5.241747015,245,5.501258211,245,5.501258211,68,"aimaient","duck",3,-1.08933526743585,0.25,-0.332545103247074
19,"English",14,-0.781754923,"Nonswitch","Homograph",6,-0.359021569,49,-0.497694639,151,5.017279837,151,5.017279837,231,5.442417711,231,5.442417711,61,"person","tenant",3,-1.08933526743585,0.75,1.57569777788241
19,"English",14,-0.781754923,"Nonswitch","Homograph",9,0.763311463,80,0.201055379,119,4.779123493,119,4.779123493,NA,NA,NA,NA,53,"suggested","lice",3,-1.08933526743585,0.555555555555556,0.833603324109835
19,"English",14,-0.781754923,"Switch","Nonhomograph",7,0.015089442,73,0.043273117,NA,NA,NA,NA,238,5.472270674,238,5.472270674,54,"recette","boar",3,-1.08933526743585,0.571428571428571,0.894182463193307
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",5,-0.733132579,3,-1.534549505,156,5.049856007,156,5.049856007,177,5.176149733,177,5.176149733,47,"house","book",3,-1.08933526743585,0.166666666666667,-0.65058558343532
19,"English",14,-0.781754923,"Nonswitch","Homograph",8,0.389200452,37,-0.768178517,173,5.153291594,173,5.153291594,198,5.288267031,198,5.288267031,45,"prepared","lance",3,-1.08933526743585,0.625,1.09863705760004
19,"English",14,-0.781754923,"Nonswitch","Homograph",13,2.259755505,108,0.832184428,189,5.241747015,189,5.241747015,NA,NA,NA,NA,67,"laughingstock","roman",3,-1.08933526743585,0.153846153846154,-0.699514888079667
19,"English",14,-0.781754923,"Switch","Homograph",9,0.763311463,64,-0.159589792,166,5.111987788,408,6.011267174,495,6.204557763,495,6.204557763,74,"plus tard","sale",3,-1.08933526743585,0.333333333333333,-0.0145046230588283
19,"English",14,-0.781754923,"Nonswitch","Homograph",7,0.015089442,36,-0.79071884,133,4.890349128,133,4.890349128,NA,NA,NA,NA,57,"worried","venue",3,-1.08933526743585,0.285714285714286,-0.196242040309253
19,"English",14,-0.781754923,"Nonswitch","Nonhomograph",9,0.763311463,63,-0.182130115,135,4.905274778,662,6.495265556,174,5.159055299,798,6.682108597,55,"favourite","shrimp",3,-1.08933526743585,0.111111111111111,-0.862612570227487
19,"English",14,-0.781754923,"Switch","Homograph",10,1.137422473,138,1.508394123,183,5.209486153,183,5.209486153,NA,NA,NA,NA,52,"se reposer","fort",3,-1.08933526743585,0.3,-0.141720815134126
20,"English",10,-0.976583361,"Nonswitch","Homograph",8,0.389200452,97,0.584240873,157,5.056245805,157,5.056245805,258,5.552959585,258,5.552959585,72,"properly","vent",6,-0.318557779526102,0.166666666666667,-0.65058558343532
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",7,0.015089442,83,0.268676349,148,4.997212274,148,4.997212274,275,5.616771098,275,5.616771098,60,"lacking","jingle",6,-0.318557779526102,0.111111111111111,-0.862612570227487
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",4,-1.10724359,155,1.891579617,278,5.627621114,278,5.627621114,293,5.680172609,293,5.680172609,44,"knew","hotel",6,-0.318557779526102,0.153846153846154,-0.699514888079667
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",6,-0.359021569,40,-0.700557548,NA,NA,564,6.335054251,347,5.84932478,347,5.84932478,62,"advice","fiddle",6,-0.318557779526102,0.125,-0.809605823529445
20,"English",10,-0.976583361,"Switch","Nonhomograph",13,2.259755505,46,-0.565315609,259,5.556828062,259,5.556828062,319,5.765191103,319,5.765191103,53,"avertissement","camp",6,-0.318557779526102,0.230769230769231,-0.405939060213592
20,"English",10,-0.976583361,"Switch","Homograph",6,-0.359021569,59,-0.272291408,331,5.802118375,331,5.802118375,NA,NA,NA,NA,47,"heures","cent",6,-0.318557779526102,0.666666666666667,1.25765729769416
20,"English",10,-0.976583361,"Switch","Nonhomograph",7,0.015089442,75,0.088353763,338,5.823045895,561,6.329720906,NA,NA,NA,NA,59,"mauvais","broth",6,-0.318557779526102,0.142857142857143,-0.741454292060535
20,"English",10,-0.976583361,"Switch","Homograph",9,0.763311463,11,-1.35422692,NA,NA,NA,NA,180,5.192956851,180,5.192956851,53,"suggérées","lice",6,-0.318557779526102,0.555555555555556,0.833603324109835
20,"English",10,-0.976583361,"Switch","Nonhomograph",6,-0.359021569,142,1.598555416,NA,NA,NA,NA,NA,NA,NA,NA,47,"maison","book",6,-0.318557779526102,0.166666666666667,-0.65058558343532
20,"English",10,-0.976583361,"Nonswitch","Homograph",7,0.015089442,54,-0.384993023,NA,NA,NA,NA,185,5.220355825,185,5.220355825,64,"library","pain",6,-0.318557779526102,0.166666666666667,-0.65058558343532
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",6,-0.359021569,21,-1.128823688,188,5.236441963,188,5.236441963,209,5.342334252,209,5.342334252,54,"recipe","boar",6,-0.318557779526102,0.571428571428571,0.894182463193307
20,"English",10,-0.976583361,"Nonswitch","Homograph",3,-1.4813546,51,-0.452613993,NA,NA,NA,NA,NA,NA,NA,NA,44,"sun","court",6,-0.318557779526102,0.166666666666667,-0.65058558343532
20,"English",10,-0.976583361,"Switch","Nonhomograph",8,0.389200452,7,-1.444388212,230,5.438079309,230,5.438079309,245,5.501258211,245,5.501258211,61,"personne","hunter",6,-0.318557779526102,0.75,1.57569777788241
20,"English",10,-0.976583361,"Switch","Nonhomograph",7,0.015089442,78,0.155974733,227,5.424950017,227,5.424950017,271,5.602118821,271,5.602118821,69,"journée","piping",6,-0.318557779526102,0,-1.28666654381182
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",5,-0.733132579,42,-0.655476901,182,5.204006687,182,5.204006687,NA,NA,NA,NA,64,"hours","bath",6,-0.318557779526102,0.4,0.239927761091771
20,"English",10,-0.976583361,"Nonswitch","Homograph",11,1.511533484,56,-0.339912377,228,5.429345629,228,5.429345629,NA,NA,NA,NA,54,"grandmother","loin",6,-0.318557779526102,0.545454545454545,0.795052962874892
20,"English",10,-0.976583361,"Nonswitch","Homograph",3,-1.4813546,58,-0.294831731,230,5.438079309,230,5.438079309,330,5.799092654,330,5.799092654,56,"day","rider",6,-0.318557779526102,0,-1.28666654381182
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",4,-1.10724359,73,0.043273117,NA,NA,NA,NA,NA,NA,NA,NA,70,"well","tire",6,-0.318557779526102,0,-1.28666654381182
20,"English",10,-0.976583361,"Nonswitch","Homograph",4,-1.10724359,133,1.395692507,177,5.176149733,177,5.176149733,NA,NA,95,4.553876892,68,"like","rose",6,-0.318557779526102,0.166666666666667,-0.65058558343532
20,"English",10,-0.976583361,"Switch","Nonhomograph",7,0.015089442,117,1.035047336,NA,NA,NA,NA,245,5.501258211,245,5.501258211,51,"la peur","paw",6,-0.318557779526102,0.285714285714286,-0.196242040309253
20,"English",10,-0.976583361,"Switch","Homograph",3,-1.4813546,101,0.674402166,173,5.153291594,173,5.153291594,373,5.92157842,373,5.92157842,63,"dur","net",6,-0.318557779526102,0.25,-0.332545103247074
20,"English",10,-0.976583361,"Switch","Nonhomograph",6,-0.359021569,17,-1.218984981,179,5.187385806,179,5.187385806,NA,NA,263,5.572154032,43,"ennuyé","tune",6,-0.318557779526102,0,-1.28666654381182
20,"English",10,-0.976583361,"Switch","Homograph",14,2.633866516,13,-1.309146273,470,6.152732695,470,6.152732695,NA,NA,NA,NA,55,"en bonne santé","raisin",6,-0.318557779526102,0.142857142857143,-0.741454292060535
20,"English",10,-0.976583361,"Switch","Homograph",4,-1.10724359,10,-1.376767243,190,5.247024072,190,5.247024072,NA,NA,233,5.451038454,73,"peau","rayon",6,-0.318557779526102,0,-1.28666654381182
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",8,0.389200452,105,0.764563458,184,5.214935758,184,5.214935758,NA,NA,148,4.997212274,58,"vacation","penguin",6,-0.318557779526102,0.5,0.621576337317668
20,"English",10,-0.976583361,"Switch","Homograph",7,0.015089442,145,1.666176385,159,5.068904202,159,5.068904202,299,5.700443573,299,5.700443573,57,"inquiet","venue",6,-0.318557779526102,0.285714285714286,-0.196242040309253
20,"English",10,-0.976583361,"Switch","Nonhomograph",5,-0.733132579,49,-0.497694639,513,6.240275845,513,6.240275845,174,5.159055299,174,5.159055299,71,"avoir","sip",6,-0.318557779526102,0.2,-0.523369391360023
20,"English",10,-0.976583361,"Switch","Homograph",7,0.015089442,144,1.643636062,NA,NA,NA,NA,161,5.081404365,161,5.081404365,45,"préparé","lance",6,-0.318557779526102,0.625,1.09863705760004
20,"English",10,-0.976583361,"Nonswitch","Nonhomograph",4,-1.10724359,121,1.125208629,NA,NA,NA,NA,NA,NA,NA,NA,66,"time","tent",6,-0.318557779526102,0.4,0.239927761091771
