subject,L1,current_exposure_L2,ccurrent_exposure_L2,switch_noswitch,WordType,switch_word_len,cswitch_word_len,trial,ctrial,FPGD_switch,lFPGD_switch,TRT_switch,lTRT_switch,FPGD_target,lFPGD_target,TRT_target,lTRT_target,item,switch_word,target_word
1,English,40,0.484629929,Switch,Nonhomograph,10,1.137422473,138,1.508394123,224,5.411646052,569,6.343880434,187,5.231108617,187,5.231108617,50,surprendre,card
1,English,40,0.484629929,Nonswitch,Nonhomograph,5,-0.733132579,47,-0.542775286,NA,NA,NA,NA,215,5.370638028,215,5.370638028,47,house,book
1,English,40,0.484629929,Switch,Nonhomograph,7,0.015089442,56,-0.339912377,364,5.897153868,364,5.897153868,443,6.09356977,443,6.09356977,48,mauvais,soap
1,English,40,0.484629929,Switch,Homograph,7,0.015089442,119,1.080127983,219,5.38907173,627,6.440946541,242,5.488937726,639,6.459904454,58,magasin,dresser
1,English,40,0.484629929,Nonswitch,Nonhomograph,10,1.137422473,72,0.020732794,408,6.011267174,408,6.011267174,NA,NA,NA,NA,57,complaints,trash
1,English,40,0.484629929,Switch,Homograph,5,-0.733132579,113,0.944886044,222,5.402677382,222,5.402677382,NA,NA,NA,NA,66,ordre,pile
1,English,40,0.484629929,Nonswitch,Nonhomograph,4,-1.10724359,110,0.877265074,178,5.18178355,178,5.18178355,277,5.624017506,277,5.624017506,73,list,leash
1,English,40,0.484629929,Nonswitch,Nonhomograph,7,0.015089442,10,-1.376767243,NA,NA,NA,NA,246,5.505331536,246,5.505331536,53,warning,camp
1,English,40,0.484629929,Nonswitch,Homograph,10,1.137422473,166,2.139523172,237,5.468060141,237,5.468060141,200,5.298317367,200,5.298317367,71,reasonable,ton
1,English,40,0.484629929,Switch,Homograph,6,-0.359021569,105,0.764563458,258,5.552959585,430,6.063785209,326,5.786897381,595,6.388561406,44,soleil,court
1,English,40,0.484629929,Switch,Nonhomograph,8,0.389200452,22,-1.106283365,251,5.525452939,251,5.525452939,239,5.476463552,239,5.476463552,62,conseils,fiddle
1,English,40,0.484629929,Switch,Nonhomograph,15,3.007977526,29,-0.948501103,683,6.52649486,683,6.52649486,NA,NA,387,5.958424693,52,avait besoin de,corn
1,English,40,0.484629929,Nonswitch,Homograph,7,0.015089442,132,1.373152184,323,5.777652323,323,5.777652323,223,5.407171771,223,5.407171771,69,believe,timbre
1,English,40,0.484629929,Nonswitch,Nonhomograph,4,-1.10724359,2,-1.557089828,192,5.257495372,192,5.257495372,242,5.488937726,242,5.488937726,51,fear,paw
1,English,40,0.484629929,Switch,Homograph,6,-0.359021569,136,1.463313477,506,6.226536669,506,6.226536669,178,5.18178355,178,5.18178355,68,aimait,rose
1,English,40,0.484629929,Switch,Nonhomograph,5,-0.733132579,118,1.05758766,NA,NA,NA,NA,NA,NA,146,4.983606622,66,temps,tent
1,English,40,0.484629929,Switch,Homograph,7,0.015089442,55,-0.3624527,443,6.09356977,1106,7.008505182,233,5.451038454,410,6.01615716,62,suivant,manger
1,English,40,0.484629929,Nonswitch,Homograph,13,2.259755505,134,1.41823283,757,6.629363253,757,6.629363253,168,5.123963979,676,6.516193076,67,laughingstock,roman
1,English,40,0.484629929,Nonswitch,Homograph,9,0.763311463,61,-0.227210761,247,5.509388337,247,5.509388337,NA,NA,NA,NA,53,suggested,lice
1,English,40,0.484629929,Nonswitch,Nonhomograph,8,0.389200452,82,0.246136025,222,5.402677382,222,5.402677382,NA,NA,NA,NA,63,setbacks,dig
1,English,40,0.484629929,Nonswitch,Nonhomograph,5,-0.733132579,44,-0.610396255,NA,NA,NA,NA,168,5.123963979,168,5.123963979,43,bored,tune
1,English,40,0.484629929,Nonswitch,Homograph,5,-0.733132579,52,-0.43007367,69,4.234106505,352,5.863631176,NA,NA,NA,NA,43,liked,chat
1,English,40,0.484629929,Nonswitch,Homograph,4,-1.10724359,115,0.98996669,NA,NA,NA,NA,162,5.087596335,391,5.96870756,73,skin,rayon
1,English,40,0.484629929,Switch,Homograph,9,0.763311463,73,0.043273117,208,5.33753808,208,5.33753808,NA,NA,231,5.442417711,74,plus tard,sale
1,English,40,0.484629929,Switch,Nonhomograph,13,2.259755505,102,0.696942489,277,5.624017506,664,6.498282149,270,5.598421959,270,5.598421959,44,connaissaient,hotel
1,English,40,0.484629929,Nonswitch,Homograph,7,0.015089442,50,-0.475154316,NA,NA,NA,NA,219,5.38907173,219,5.38907173,51,watched,fin
1,English,40,0.484629929,Nonswitch,Nonhomograph,4,-1.10724359,148,1.733797355,185,5.220355825,185,5.220355825,283,5.645446898,283,5.645446898,71,have,sip
1,English,40,0.484629929,Nonswitch,Homograph,9,0.763311463,65,-0.137049469,179,5.187385806,179,5.187385806,216,5.375278408,216,5.375278408,49,carefully,dent
1,English,40,0.484629929,Switch,Homograph,5,-0.733132579,71,-0.001807529,NA,NA,379,5.937536205,212,5.356586275,212,5.356586275,70,bonne,vest
1,English,40,0.484629929,Switch,Nonhomograph,8,0.389200452,16,-1.241525304,241,5.484796933,443,6.09356977,NA,NA,411,6.018593214,58,vacances,penguin
1,English,40,0.484629929,Nonswitch,Homograph,9,0.763311463,93,0.49407958,392,5.97126184,392,5.97126184,322,5.774551546,322,5.774551546,65,exemplary,parole
1,English,40,0.484629929,Nonswitch,Homograph,5,-0.733132579,150,1.778878001,172,5.147494477,172,5.147494477,184,5.214935758,184,5.214935758,47,hours,cent
1,English,40,0.484629929,Switch,Nonhomograph,7,0.015089442,62,-0.204670438,371,5.916202063,371,5.916202063,526,6.265301213,526,6.265301213,54,recette,boar
1,English,40,0.484629929,Switch,Homograph,6,-0.359021569,161,2.026821556,1046,6.952728645,1046,6.952728645,392,5.97126184,565,6.336825731,46,choses,lever
1,English,40,0.484629929,Nonswitch,Homograph,6,-0.359021569,114,0.967426367,231,5.442417711,231,5.442417711,294,5.683579767,294,5.683579767,61,person,tenant
1,English,40,0.484629929,Nonswitch,Homograph,7,0.015089442,45,-0.587855932,217,5.379897354,217,5.379897354,NA,NA,NA,NA,57,worried,venue
1,English,40,0.484629929,Switch,Nonhomograph,4,-1.10724359,137,1.4858538,NA,NA,153,5.030437921,NA,NA,NA,NA,70,bien,tire
1,English,40,0.484629929,Nonswitch,Nonhomograph,4,-1.10724359,42,-0.655476901,221,5.398162702,221,5.398162702,193,5.262690189,193,5.262690189,45,time,teeth
1,English,40,0.484629929,Switch,Nonhomograph,11,1.511533484,109,0.854724751,206,5.327876169,530,6.272877007,NA,NA,NA,NA,46,se plaindre,couch
1,English,40,0.484629929,Nonswitch,Homograph,8,0.389200452,120,1.102668306,201,5.303304908,201,5.303304908,238,5.472270674,238,5.472270674,45,prepared,lance
1,English,40,0.484629929,Switch,Nonhomograph,8,0.389200452,68,-0.069428499,353,5.866468057,769,6.64509097,NA,NA,NA,NA,68,aimaient,duck
1,English,40,0.484629929,Switch,Homograph,7,0.015089442,97,0.584240873,423,6.047372179,423,6.047372179,252,5.529429088,575,6.354370041,56,journée,rider
1,English,40,0.484629929,Nonswitch,Homograph,6,-0.359021569,1,-1.579630151,306,5.723585102,306,5.723585102,184,5.214935758,694,6.542471961,55,heathy,raisin
1,English,40,0.484629929,Switch,Homograph,10,1.137422473,15,-1.264065627,440,6.086774727,440,6.086774727,NA,NA,NA,NA,54,grand-mère,loin
1,English,40,0.484629929,Switch,Homograph,12,1.885644494,83,0.268676349,385,5.953243334,385,5.953243334,238,5.472270674,238,5.472270674,72,correctement,vent
1,English,40,0.484629929,Nonswitch,Nonhomograph,8,0.389200452,128,1.282990891,164,5.099866428,164,5.099866428,NA,NA,NA,NA,65,complain,fleece
1,English,40,0.484629929,Nonswitch,Nonhomograph,3,-1.4813546,48,-0.520234962,NA,NA,NA,NA,NA,NA,NA,NA,59,bad,broth
1,English,40,0.484629929,Switch,Nonhomograph,4,-1.10724359,126,1.237910245,302,5.710427017,302,5.710427017,208,5.33753808,208,5.33753808,74,idée,dare
1,English,40,0.484629929,Switch,Nonhomograph,9,0.763311463,142,1.598555416,753,6.624065228,753,6.624065228,308,5.730099783,421,6.042632834,60,en manque,jingle
1,English,40,0.484629929,Nonswitch,Nonhomograph,9,0.763311463,153,1.84649897,156,5.049856007,243,5.493061443,196,5.278114659,196,5.278114659,55,favourite,shrimp
1,English,40,0.484629929,Switch,Homograph,7,0.015089442,0,-1.602170475,1369,7.221835825,1369,7.221835825,337,5.82008293,337,5.82008293,50,préparé,file
1,English,40,0.484629929,Nonswitch,Nonhomograph,6,-0.359021569,6,-1.466928536,153,5.030437921,153,5.030437921,174,5.159055299,446,6.100318952,67,health,drunk
1,English,40,0.484629929,Nonswitch,Nonhomograph,7,0.015089442,77,0.13343441,284,5.648974238,491,6.196444128,NA,NA,NA,NA,49,worried,nick
1,English,40,0.484629929,Switch,Nonhomograph,5,-0.733132579,141,1.576015092,530,6.272877007,718,6.576469569,184,5.214935758,420,6.040254711,56,était,scarf
1,English,40,0.484629929,Nonswitch,Nonhomograph,3,-1.4813546,57,-0.317372054,NA,NA,NA,NA,185,5.220355825,508,6.230481448,69,day,piping
1,English,40,0.484629929,Switch,Nonhomograph,6,-0.359021569,106,0.787103781,218,5.384495063,218,5.384495063,NA,NA,NA,NA,72,irrité,hose
1,English,40,0.484629929,Switch,Homograph,11,1.511533484,101,0.674402166,316,5.755742214,634,6.452048954,NA,NA,205,5.323009979,60,sécuritaire,ranger
1,English,40,0.484629929,Switch,Homograph,11,1.511533484,91,0.448998934,655,6.484635236,655,6.484635236,NA,NA,264,5.575949103,48,sans valeur,coin
1,English,40,0.484629929,Nonswitch,Homograph,4,-1.10724359,80,0.201055379,207,5.332718793,207,5.332718793,NA,NA,NA,NA,63,hard,net
1,English,40,0.484629929,Switch,Homograph,10,1.137422473,8,-1.421847889,673,6.51174533,673,6.51174533,NA,NA,NA,NA,52,se reposer,fort
1,English,40,0.484629929,Nonswitch,Nonhomograph,6,-0.359021569,123,1.170289275,149,5.003946306,149,5.003946306,NA,NA,NA,NA,61,person,hunter
1,English,40,0.484629929,Nonswitch,Homograph,5,-0.733132579,63,-0.182130115,NA,NA,NA,NA,201,5.303304908,201,5.303304908,59,nasty,miser
2,English,5,-1.22011891,Nonswitch,Homograph,3,-1.4813546,57,-0.317372054,NA,NA,NA,NA,269,5.59471138,269,5.59471138,56,day,rider
2,English,5,-1.22011891,Nonswitch,Nonhomograph,4,-1.10724359,96,0.56170055,NA,NA,NA,NA,NA,NA,NA,NA,70,well,tire
2,English,5,-1.22011891,Nonswitch,Homograph,4,-1.10724359,134,1.41823283,242,5.488937726,242,5.488937726,NA,NA,NA,NA,52,rest,fort
2,English,5,-1.22011891,Nonswitch,Nonhomograph,3,-1.4813546,1,-1.579630151,168,5.123963979,168,5.123963979,266,5.583496309,266,5.583496309,56,was,scarf
2,English,5,-1.22011891,Nonswitch,Nonhomograph,8,0.389200452,48,-0.520234962,147,4.990432587,147,4.990432587,292,5.676753802,292,5.676753802,46,complain,couch
2,English,5,-1.22011891,Nonswitch,Nonhomograph,6,-0.359021569,31,-0.903420456,487,6.188264123,487,6.188264123,315,5.752572639,315,5.752572639,62,advice,fiddle
2,English,5,-1.22011891,Switch,Homograph,6,-0.359021569,35,-0.813259164,214,5.365976015,214,5.365976015,177,5.176149733,177,5.176149733,47,heures,cent
2,English,5,-1.22011891,Nonswitch,Nonhomograph,7,0.015089442,50,-0.475154316,138,4.927253685,314,5.749392986,168,5.123963979,346,5.846438775,60,lacking,jingle
2,English,5,-1.22011891,Nonswitch,Homograph,9,0.763311463,144,1.643636062,202,5.308267697,202,5.308267697,238,5.472270674,238,5.472270674,48,worthless,coin
2,English,5,-1.22011891,Switch,Nonhomograph,6,-0.359021569,141,1.576015092,251,5.525452939,251,5.525452939,235,5.459585514,235,5.459585514,43,ennuyé,tune
2,English,5,-1.22011891,Switch,Nonhomograph,7,0.015089442,77,0.13343441,163,5.093750201,163,5.093750201,186,5.225746674,186,5.225746674,59,mauvais,broth
2,English,5,-1.22011891,Switch,Nonhomograph,7,0.015089442,101,0.674402166,326,5.786897381,1068,6.97354302,157,5.056245805,699,6.549650742,55,préféré,shrimp
2,English,5,-1.22011891,Nonswitch,Homograph,9,0.763311463,26,-1.016122072,192,5.257495372,192,5.257495372,218,5.384495063,1216,7.103322063,62,following,manger
2,English,5,-1.22011891,Nonswitch,Homograph,5,-0.733132579,90,0.426458611,145,4.976733742,145,4.976733742,162,5.087596335,502,6.21860012,66,order,pile
2,English,5,-1.22011891,Switch,Nonhomograph,5,-0.733132579,7,-1.444388212,181,5.198497031,369,5.910796644,219,5.38907173,219,5.38907173,67,santé,drunk
2,English,5,-1.22011891,Switch,Nonhomograph,7,0.015089442,125,1.215369922,206,5.327876169,206,5.327876169,297,5.693732139,297,5.693732139,69,journée,piping
2,English,5,-1.22011891,Nonswitch,Homograph,7,0.015089442,32,-0.880880133,327,5.789960171,327,5.789960171,NA,NA,NA,NA,64,library,pain
2,English,5,-1.22011891,Switch,Nonhomograph,11,1.511533484,62,-0.204670438,262,5.568344504,872,6.770789424,100,4.605170186,100,4.605170186,63,contretemps,dig
2,English,5,-1.22011891,Switch,Homograph,7,0.015089442,64,-0.159589792,197,5.283203729,197,5.283203729,188,5.236441963,188,5.236441963,57,inquiet,venue
2,English,5,-1.22011891,Nonswitch,Homograph,4,-1.10724359,28,-0.971041426,168,5.123963979,168,5.123963979,241,5.484796933,241,5.484796933,70,good,vest
2,English,5,-1.22011891,Nonswitch,Nonhomograph,8,0.389200452,114,0.967426367,226,5.420534999,226,5.420534999,264,5.575949103,264,5.575949103,50,surprise,card
2,English,5,-1.22011891,Nonswitch,Homograph,4,-1.10724359,121,1.125208629,NA,NA,213,5.361292166,249,5.517452896,249,5.517452896,60,safe,ranger
2,English,5,-1.22011891,Nonswitch,Homograph,11,1.511533484,4,-1.512009182,198,5.288267031,198,5.288267031,177,5.176149733,177,5.176149733,54,grandmother,loin
2,English,5,-1.22011891,Switch,Homograph,6,-0.359021569,94,0.516619903,157,5.056245805,157,5.056245805,441,6.089044875,441,6.089044875,69,croire,timbre
2,English,5,-1.22011891,Nonswitch,Nonhomograph,4,-1.10724359,65,-0.137049469,NA,NA,NA,NA,NA,NA,NA,NA,68,like,duck
2,English,5,-1.22011891,Nonswitch,Nonhomograph,9,0.763311463,43,-0.632936578,204,5.318119994,204,5.318119994,445,6.098074282,445,6.098074282,72,irritated,hose
2,English,5,-1.22011891,Switch,Homograph,5,-0.733132579,158,1.959200586,210,5.347107531,210,5.347107531,305,5.720311777,305,5.720311777,67,risée,roman
2,English,5,-1.22011891,Nonswitch,Homograph,4,-1.10724359,112,0.92234572,183,5.209486153,183,5.209486153,174,5.159055299,174,5.159055299,68,like,rose
2,English,5,-1.22011891,Switch,Nonhomograph,5,-0.733132579,99,0.629321519,223,5.407171771,489,6.192362489,NA,NA,NA,NA,73,liste,leash
2,English,5,-1.22011891,Nonswitch,Homograph,5,-0.733132579,173,2.297305434,177,5.176149733,177,5.176149733,NA,NA,NA,NA,74,later,sale
2,English,5,-1.22011891,Switch,Homograph,4,-1.10724359,49,-0.497694639,238,5.472270674,238,5.472270674,522,6.257667588,522,6.257667588,73,peau,rayon
2,English,5,-1.22011891,Switch,Homograph,11,1.511533484,149,1.756337678,243,5.493061443,243,5.493061443,208,5.33753808,327,5.789960171,59,désagréable,miser
2,English,5,-1.22011891,Switch,Nonhomograph,6,-0.359021569,170,2.229684464,249,5.517452896,249,5.517452896,NA,NA,NA,NA,47,maison,book
2,English,5,-1.22011891,Nonswitch,Nonhomograph,5,-0.733132579,60,-0.249751084,219,5.38907173,219,5.38907173,NA,NA,NA,NA,64,hours,bath
2,English,5,-1.22011891,Switch,Nonhomograph,5,-0.733132579,92,0.471539257,229,5.433722004,229,5.433722004,NA,NA,235,5.459585514,71,avoir,sip
2,English,5,-1.22011891,Nonswitch,Nonhomograph,4,-1.10724359,14,-1.28660595,176,5.170483995,176,5.170483995,NA,NA,NA,NA,74,idea,dare
2,English,5,-1.22011891,Switch,Homograph,7,0.015089442,157,1.936660263,413,6.023447593,413,6.023447593,257,5.549076085,257,5.549076085,45,préparé,lance
2,English,5,-1.22011891,Switch,Homograph,8,0.389200452,67,-0.091968822,304,5.717027701,618,6.426488457,216,5.375278408,462,6.135564891,43,aimaient,chat
2,English,5,-1.22011891,Nonswitch,Homograph,3,-1.4813546,56,-0.339912377,161,5.081404365,161,5.081404365,134,4.8978398,134,4.8978398,44,sun,court
2,English,5,-1.22011891,Switch,Nonhomograph,5,-0.733132579,95,0.539160227,215,5.370638028,215,5.370638028,301,5.707110265,301,5.707110265,45,temps,teeth
2,English,5,-1.22011891,Switch,Nonhomograph,13,2.259755505,87,0.358837641,567,6.340359304,1079,6.983789965,164,5.099866428,699,6.549650742,53,avertissement,camp
2,English,5,-1.22011891,Switch,Nonhomograph,7,0.015089442,11,-1.35422692,261,5.564520407,1865,7.531016332,NA,NA,NA,NA,49,inquiet,nick
2,English,5,-1.22011891,Nonswitch,Nonhomograph,6,-0.359021569,124,1.192829599,185,5.220355825,185,5.220355825,NA,NA,NA,NA,52,needed,corn
2,English,5,-1.22011891,Switch,Nonhomograph,8,0.389200452,81,0.223595702,310,5.736572297,310,5.736572297,149,5.003946306,442,6.091309882,61,personne,hunter
2,English,5,-1.22011891,Switch,Homograph,10,1.137422473,102,0.696942489,376,5.929589143,376,5.929589143,202,5.308267697,202,5.308267697,65,exemplaire,parole
2,English,5,-1.22011891,Switch,Nonhomograph,8,0.389200452,19,-1.173904334,251,5.525452939,517,6.248042875,NA,NA,NA,NA,57,plaintes,trash
2,English,5,-1.22011891,Nonswitch,Nonhomograph,8,0.389200452,118,1.05758766,NA,NA,NA,NA,187,5.231108617,335,5.814130532,58,vacation,penguin
2,English,5,-1.22011891,Nonswitch,Homograph,8,0.389200452,156,1.91411994,246,5.505331536,246,5.505331536,405,6.003887067,405,6.003887067,72,properly,vent
2,English,5,-1.22011891,Switch,Homograph,3,-1.4813546,78,0.155974733,280,5.634789603,280,5.634789603,NA,NA,NA,NA,63,dur,net
2,English,5,-1.22011891,Nonswitch,Homograph,6,-0.359021569,162,2.049361879,229,5.433722004,229,5.433722004,366,5.902633333,366,5.902633333,46,things,lever
2,English,5,-1.22011891,Nonswitch,Homograph,8,0.389200452,16,-1.241525304,607,6.408528791,977,6.884486652,199,5.293304825,199,5.293304825,50,prepared,file
2,English,5,-1.22011891,Nonswitch,Nonhomograph,6,-0.359021569,166,2.139523172,213,5.361292166,213,5.361292166,568,6.342121419,568,6.342121419,54,recipe,boar
2,English,5,-1.22011891,Nonswitch,Nonhomograph,3,-1.4813546,172,2.274765111,NA,NA,NA,NA,224,5.411646052,224,5.411646052,48,bad,soap
2,English,5,-1.22011891,Switch,Homograph,8,0.389200452,52,-0.43007367,184,5.214935758,184,5.214935758,280,5.634789603,280,5.634789603,61,personne,tenant
2,English,5,-1.22011891,Nonswitch,Homograph,5,-0.733132579,79,0.178515056,179,5.187385806,179,5.187385806,241,5.484796933,241,5.484796933,58,store,dresser
2,English,5,-1.22011891,Switch,Homograph,9,0.763311463,37,-0.768178517,136,4.912654886,354,5.869296913,229,5.433722004,229,5.433722004,51,regardait,fin
2,English,5,-1.22011891,Switch,Homograph,11,1.511533484,76,0.110894086,464,6.139884552,464,6.139884552,379,5.937536205,379,5.937536205,71,raisonnable,ton
2,English,5,-1.22011891,Nonswitch,Nonhomograph,4,-1.10724359,133,1.395692507,169,5.129898715,169,5.129898715,217,5.379897354,217,5.379897354,66,time,tent
2,English,5,-1.22011891,Switch,Homograph,13,2.259755505,109,0.854724751,482,6.177944114,482,6.177944114,179,5.187385806,179,5.187385806,49,soigneusement,dent
2,English,5,-1.22011891,Switch,Nonhomograph,11,1.511533484,46,-0.565315609,429,6.061456919,1230,7.114769448,191,5.252273428,191,5.252273428,65,se plaindre,fleece
2,English,5,-1.22011891,Nonswitch,Nonhomograph,4,-1.10724359,82,0.246136025,233,5.451038454,233,5.451038454,218,5.384495063,218,5.384495063,44,knew,hotel
2,English,5,-1.22011891,Switch,Homograph,14,2.633866516,142,1.598555416,775,6.652863029,775,6.652863029,160,5.075173815,160,5.075173815,55,en bonne santé,raisin
3,English,50,0.971701026,Switch,Nonhomograph,13,2.259755505,112,0.92234572,403,5.998936562,1669,7.419979924,175,5.164785974,175,5.164785974,44,connaissaient,hotel
3,English,50,0.971701026,Switch,Homograph,10,1.137422473,21,-1.128823688,159,5.068904202,746,6.6147256,126,4.836281907,279,5.631211782,54,grand-mère,loin
3,English,50,0.971701026,Nonswitch,Nonhomograph,8,0.389200452,57,-0.317372054,270,5.598421959,706,6.559615237,364,5.897153868,619,6.428105273,65,complain,fleece
3,English,50,0.971701026,Switch,Homograph,6,-0.359021569,97,0.584240873,511,6.23636959,511,6.23636959,472,6.156978986,472,6.156978986,44,soleil,court
3,English,50,0.971701026,Switch,Nonhomograph,5,-0.733132579,14,-1.28660595,287,5.659482216,287,5.659482216,NA,NA,NA,NA,66,temps,tent
3,English,50,0.971701026,Switch,Homograph,7,0.015089442,76,0.110894086,201,5.303304908,985,6.892641641,179,5.187385806,335,5.814130532,56,journée,rider
3,English,50,0.971701026,Nonswitch,Nonhomograph,10,1.137422473,103,0.719482812,221,5.398162702,1016,6.923628628,259,5.556828062,876,6.775366091,57,complaints,trash
3,English,50,0.971701026,Nonswitch,Homograph,7,0.015089442,141,1.576015092,203,5.313205979,203,5.313205979,529,6.270988432,1071,6.97634807,69,believe,timbre
3,English,50,0.971701026,Nonswitch,Nonhomograph,4,-1.10724359,160,2.004281233,339,5.826000107,339,5.826000107,227,5.424950017,227,5.424950017,73,list,leash
3,English,50,0.971701026,Nonswitch,Homograph,13,2.259755505,29,-0.948501103,216,5.375278408,576,6.356107661,NA,NA,276,5.620400866,67,laughingstock,roman
3,English,50,0.971701026,Nonswitch,Nonhomograph,3,-1.4813546,129,1.305531214,NA,NA,NA,NA,1254,7.134093721,1254,7.134093721,69,day,piping
3,English,50,0.971701026,Switch,Homograph,7,0.015089442,86,0.336297318,115,4.744932128,115,4.744932128,343,5.837730447,343,5.837730447,58,magasin,dresser
3,English,50,0.971701026,Switch,Homograph,7,0.015089442,68,-0.069428499,165,5.105945474,388,5.96100534,171,5.141663557,608,6.410174882,50,préparé,file
3,English,50,0.971701026,Switch,Nonhomograph,8,0.389200452,40,-0.700557548,959,6.865891075,1207,7.095893221,NA,NA,NA,NA,58,vacances,penguin
3,English,50,0.971701026,Switch,Homograph,5,-0.733132579,73,0.043273117,240,5.480638923,3125,8.047189562,NA,NA,NA,NA,66,ordre,pile
3,English,50,0.971701026,Nonswitch,Homograph,4,-1.10724359,167,2.162063495,244,5.497168225,244,5.497168225,457,6.124683391,457,6.124683391,73,skin,rayon
3,English,50,0.971701026,Switch,Homograph,6,-0.359021569,156,1.91411994,207,5.332718793,731,6.59441346,250,5.521460918,648,6.473890696,68,aimait,rose
3,English,50,0.971701026,Nonswitch,Homograph,7,0.015089442,109,0.854724751,NA,NA,NA,NA,341,5.831882477,341,5.831882477,57,worried,venue
3,English,50,0.971701026,Nonswitch,Homograph,9,0.763311463,95,0.539160227,257,5.549076085,587,6.37502482,NA,NA,NA,NA,53,suggested,lice
3,English,50,0.971701026,Switch,Nonhomograph,7,0.015089442,38,-0.745638194,523,6.259581464,692,6.539585956,156,5.049856007,156,5.049856007,48,mauvais,soap
3,English,50,0.971701026,Nonswitch,Nonhomograph,4,-1.10724359,36,-0.79071884,NA,NA,NA,NA,156,5.049856007,156,5.049856007,45,time,teeth
3,English,50,0.971701026,Switch,Nonhomograph,4,-1.10724359,43,-0.632936578,NA,NA,NA,NA,179,5.187385806,502,6.21860012,74,idée,dare
3,English,50,0.971701026,Nonswitch,Homograph,8,0.389200452,35,-0.813259164,NA,NA,540,6.29156914,164,5.099866428,1189,7.080867897,45,prepared,lance
3,English,50,0.971701026,Switch,Nonhomograph,10,1.137422473,116,1.012507013,182,5.204006687,2446,7.802209316,315,5.752572639,315,5.752572639,50,surprendre,card
3,English,50,0.971701026,Switch,Homograph,11,1.511533484,125,1.215369922,332,5.805134969,1478,7.298445102,418,6.035481433,502,6.21860012,60,sécuritaire,ranger
3,English,50,0.971701026,Nonswitch,Nonhomograph,4,-1.10724359,161,2.026821556,332,5.805134969,332,5.805134969,NA,NA,NA,NA,51,fear,paw
3,English,50,0.971701026,Switch,Nonhomograph,8,0.389200452,39,-0.723097871,384,5.950642553,1075,6.980075941,256,5.545177444,588,6.376726948,62,conseils,fiddle
3,English,50,0.971701026,Nonswitch,Nonhomograph,3,-1.4813546,24,-1.061202719,117,4.762173935,267,5.587248658,451,6.11146734,451,6.11146734,59,bad,broth
3,English,50,0.971701026,Nonswitch,Homograph,9,0.763311463,159,1.98174091,438,6.08221891,944,6.850126166,NA,NA,197,5.283203729,49,carefully,dent
3,English,50,0.971701026,Switch,Nonhomograph,7,0.015089442,91,0.448998934,510,6.234410726,510,6.234410726,429,6.061456919,429,6.061456919,54,recette,boar
3,English,50,0.971701026,Switch,Nonhomograph,15,3.007977526,89,0.403918288,791,6.673297968,1109,7.011213987,NA,NA,209,5.342334252,52,avait besoin de,corn
3,English,50,0.971701026,Switch,Homograph,11,1.511533484,31,-0.903420456,432,6.068425588,1326,7.189922171,397,5.983936281,397,5.983936281,48,sans valeur,coin
3,English,50,0.971701026,Switch,Homograph,7,0.015089442,1,-1.579630151,364,5.897153868,364,5.897153868,135,4.905274778,3166,8.06022424,62,suivant,manger
3,English,50,0.971701026,Nonswitch,Nonhomograph,6,-0.359021569,83,0.268676349,167,5.117993812,826,6.716594774,203,5.313205979,862,6.759255271,61,person,hunter
3,English,50,0.971701026,Switch,Nonhomograph,6,-0.359021569,74,0.06581344,249,5.517452896,582,6.366470448,145,4.976733742,348,5.85220248,72,irrité,hose
3,English,50,0.971701026,Nonswitch,Homograph,5,-0.733132579,114,0.967426367,305,5.720311777,484,6.182084907,290,5.669880923,290,5.669880923,43,liked,chat
3,English,50,0.971701026,Switch,Nonhomograph,11,1.511533484,62,-0.204670438,1690,7.432483808,3030,8.016317899,240,5.480638923,240,5.480638923,46,se plaindre,couch
3,English,50,0.971701026,Nonswitch,Homograph,5,-0.733132579,122,1.147748952,NA,NA,NA,NA,380,5.940171253,380,5.940171253,47,hours,cent
3,English,50,0.971701026,Switch,Homograph,9,0.763311463,25,-1.038662395,548,6.306275287,548,6.306275287,311,5.739792912,478,6.169610732,74,plus tard,sale
3,English,50,0.971701026,Nonswitch,Nonhomograph,5,-0.733132579,149,1.756337678,171,5.141663557,171,5.141663557,163,5.093750201,163,5.093750201,43,bored,tune
3,English,50,0.971701026,Switch,Homograph,10,1.137422473,135,1.440773153,1105,7.007600614,1839,7.516977225,183,5.209486153,753,6.624065228,52,se reposer,fort
3,English,50,0.971701026,Nonswitch,Homograph,10,1.137422473,134,1.41823283,343,5.837730447,343,5.837730447,412,6.021023349,412,6.021023349,71,reasonable,ton
3,English,50,0.971701026,Nonswitch,Nonhomograph,6,-0.359021569,66,-0.114509145,306,5.723585102,306,5.723585102,NA,NA,NA,NA,67,health,drunk
3,English,50,0.971701026,Switch,Homograph,5,-0.733132579,104,0.742023135,528,6.269096284,528,6.269096284,213,5.361292166,213,5.361292166,70,bonne,vest
3,English,50,0.971701026,Nonswitch,Nonhomograph,5,-0.733132579,4,-1.512009182,156,5.049856007,156,5.049856007,401,5.993961427,401,5.993961427,47,house,book
3,English,50,0.971701026,Switch,Nonhomograph,10,1.137422473,52,-0.43007367,478,6.169610732,478,6.169610732,NA,NA,NA,NA,64,des heures,bath
3,English,50,0.971701026,Switch,Homograph,12,1.885644494,150,1.778878001,690,6.536691598,690,6.536691598,NA,NA,NA,NA,72,correctement,vent
